"exper" "male" "school" "wage" "region"
10 0 13 8.93273258209229 "Center"
7 0 12 5.136634349823 "North"
10 0 13 3.98089170455933 "Center"
14 0 9 5.75261831283569 "Center"
9 0 14 8.17315864562988 "South"
9 0 12 7.59326648712158 "South"
9 0 14 10.4194040298462 "North"
11 0 12 4.49126243591309 "South"
8 0 12 4.01434469223022 "South"
10 0 12 3.08964729309082 "Center"
8 0 14 3.77335715293884 "South"
8 0 14 5.97133779525757 "Center"
10 0 12 3.82165598869324 "South"
9 0 13 5.81822633743286 "North"
10 0 12 4.0059289932251 "North"
11 0 12 5.51200389862061 "Center"
11 0 12 6.73689365386963 "Center"
4 0 16 9.43618774414062 "South"
7 0 13 7.04311609268188 "South"
8 0 13 7.30657434463501 "Center"
11 0 12 6.64940166473389 "North"
13 0 10 9.19930934906006 "Center"
11 0 12 7.6555609703064 "Center"
11 0 12 7.60721015930176 "Center"
7 0 14 7.27417469024658 "North"
8 0 14 3.36844682693481 "Center"
11 0 12 2.87083530426025 "North"
10 0 12 5.69623517990112 "South"
10 0 12 6.27042007446289 "North"
15 0 6 4.30366659164429 "Center"
8 0 14 11.4527196884155 "North"
7 0 14 1.24890720844269 "South"
7 0 13 5.07260417938232 "South"
7 0 12 7.01478719711304 "North"
9 0 12 6.43067121505737 "South"
9 0 12 6.73689365386963 "Center"
9 0 12 3.67466926574707 "Center"
9 0 10 0.449606597423553 "Center"
8 0 13 7.48328495025635 "North"
10 0 9 3.21485257148743 "South"
7 0 13 3.29200124740601 "North"
9 0 12 5.05932712554932 "Center"
7 0 12 3.06222438812256 "North"
11 0 9 3.03306031227112 "Center"
7 0 12 3.64287495613098 "South"
9 0 12 3.46164488792419 "Center"
9 0 12 4.59333658218384 "Center"
9 0 13 6.85938262939453 "Center"
10 0 12 5.19246768951416 "Center"
7 0 13 9.07236576080322 "South"
4 0 15 7.96178340911865 "South"
6 0 9 2.44977951049805 "Center"
8 0 14 14.6986770629883 "North"
6 0 13 0.428711414337158 "North"
7 0 11 7.96178340911865 "Center"
7 0 13 7.34933853149414 "South"
5 0 13 5.055100440979 "Center"
7 0 13 5.18488073348999 "North"
12 0 9 3.63169074058533 "Center"
9 0 12 4.98527860641479 "North"
9 0 11 0.076555609703064 "South"
5 0 12 0.474739879369736 "Center"
8 0 13 7.09290266036987 "South"
7 0 12 2.73222279548645 "North"
9 0 12 4.02279567718506 "Center"
8 0 13 4.93587636947632 "Center"
9 0 10 3.67466926574707 "North"
8 0 14 3.30936622619629 "South"
8 0 12 5.3737096786499 "Center"
8 0 12 4.75747203826904 "North"
6 0 10 2.66280388832092 "South"
8 0 10 5.29428052902222 "North"
9 0 12 3.26637268066406 "Center"
6 0 10 4.84076452255249 "Center"
5 0 11 1.18579757213593 "North"
6 0 12 4.15712690353394 "North"
6 0 12 6.73689365386963 "South"
9 0 11 2.84667110443115 "South"
5 0 10 2.7560019493103 "South"
8 0 12 3.98089170455933 "North"
7 0 11 6.03062725067139 "North"
9 0 12 5.3744945526123 "North"
12 0 8 2.14355707168579 "Center"
12 0 9 4.59333658218384 "South"
7 0 12 3.36844682693481 "Center"
8 0 12 5.75117540359497 "North"
10 0 8 6.14809513092041 "South"
1 0 12 2.77467775344849 "South"
8 0 11 4.7651572227478 "Center"
4 0 11 2.44977951049805 "Center"
9 0 12 7.0122127532959 "Center"
4 0 12 8.16593170166016 "Center"
6 0 9 3.54330372810364 "North"
8 0 12 2.37075448036194 "South"
8 0 11 7.73070287704468 "North"
8 0 12 3.36844682693481 "South"
8 0 12 6.12444877624512 "Center"
8 0 12 4.59333658218384 "North"
9 0 9 3.74672150611877 "Center"
6 0 12 5.97133779525757 "Center"
7 0 11 1.88723754882812 "Center"
4 0 11 1.83874905109406 "South"
10 0 9 2.60289072990417 "North"
9 0 10 3.06222438812256 "Center"
9 0 11 5.8021092414856 "North"
8 0 11 7.34933853149414 "Center"
5 0 8 1.48126208782196 "North"
8 0 9 4.82850408554077 "North"
8 0 11 6.49941492080688 "South"
5 0 11 3.67466926574707 "North"
9 0 11 5.72911405563354 "Center"
8 0 10 6.82438564300537 "Center"
6 0 11 3.24595785140991 "North"
7 0 11 4.7691216468811 "North"
9 0 11 3.46345520019531 "South"
9 0 9 5.51200389862061 "South"
9 0 11 5.89034509658813 "South"
5 0 10 3.25635313987732 "North"
5 0 10 3.86025857925415 "North"
9 0 10 4.84594202041626 "North"
5 0 12 8.09788227081299 "South"
8 0 11 4.10300493240356 "South"
3 0 10 3.36844682693481 "Center"
8 0 11 4.28711414337158 "North"
4 0 12 5.27644824981689 "North"
7 0 11 4.77707004547119 "Center"
7 0 9 4.87456130981445 "North"
8 0 11 3.73591375350952 "North"
7 0 10 5.81822633743286 "South"
8 0 10 4.01941108703613 "North"
8 0 11 5.68164825439453 "South"
8 0 11 7.6555609703064 "South"
7 0 11 7.34933853149414 "South"
8 0 12 4.6834020614624 "South"
6 0 7 5.7903881072998 "North"
6 0 9 2.04897236824036 "South"
7 0 11 2.3221869468689 "North"
4 0 11 9.92637920379639 "Center"
5 0 11 4.97611474990845 "Center"
6 0 10 3.79697561264038 "Center"
6 0 11 4.81442928314209 "Center"
4 0 11 2.27070069313049 "North"
3 0 10 5.57324838638306 "South"
10 0 10 7.37202167510986 "North"
9 0 11 6.47299480438232 "North"
8 0 9 1.58246624469757 "North"
5 0 9 3.24497723579407 "South"
10 0 5 0.6031653881073 "Center"
6 0 8 1.97983956336975 "South"
5 0 10 7.34933853149414 "Center"
4 0 10 4.96284484863281 "Center"
8 0 10 3.22188901901245 "Center"
4 0 11 5.10755920410156 "South"
5 0 10 4.68555545806885 "South"
9 0 6 2.21160650253296 "North"
5 0 9 2.27479529380798 "Center"
3 0 11 2.6444833278656 "North"
9 0 10 7.41380643844604 "North"
8 0 10 7.26338148117065 "North"
7 0 10 7.58867359161377 "Center"
9 0 10 7.46947717666626 "North"
9 0 7 2.65896368026733 "South"
6 0 9 5.72594022750854 "North"
9 0 8 2.7560019493103 "Center"
6 0 9 4.33663082122803 "North"
9 0 15 8.98252487182617 "Center"
9 0 15 7.70256280899048 "North"
7 0 13 3.63967251777649 "Center"
8 0 12 2.67104983329773 "Center"
6 0 14 5.61407804489136 "South"
11 0 12 5.11133098602295 "Center"
8 0 12 5.3973274230957 "North"
9 0 12 2.36530447006226 "North"
9 0 15 7.01949262619019 "South"
10 0 12 4.52676630020142 "North"
10 0 13 9.6241340637207 "South"
12 0 12 7.09146690368652 "Center"
12 0 12 4.54959058761597 "North"
11 0 13 5.52016973495483 "South"
8 0 14 2.522545337677 "Center"
7 0 15 10.5570611953735 "Center"
7 0 15 7.69930696487427 "Center"
11 0 12 6.02684783935547 "North"
6 0 16 5.0417628288269 "Center"
9 0 15 5.01036500930786 "Center"
12 0 9 3.98089170455933 "South"
8 0 12 3.77847361564636 "Center"
10 0 12 4.49126243591309 "North"
8 0 10 0.229666829109192 "Center"
11 0 12 6.17038202285767 "North"
11 0 13 12.2488975524902 "South"
12 0 12 3.98089170455933 "Center"
14 0 7 0.444792360067368 "Center"
8 0 13 4.43174934387207 "Center"
10 0 12 3.06222438812256 "South"
11 0 12 2.50779938697815 "North"
10 0 12 3.10703754425049 "South"
10 0 13 6.63481950759888 "Center"
9 0 12 6.02513360977173 "Center"
10 0 12 5.69696235656738 "Center"
11 0 12 12.3120365142822 "Center"
7 0 15 3.89012217521667 "North"
10 0 12 2.7560019493103 "South"
12 0 12 5.1751594543457 "Center"
12 0 10 2.70529413223267 "Center"
8 0 16 4.18451309204102 "North"
11 0 13 3.93521523475647 "Center"
11 0 12 4.38263320922852 "South"
10 0 13 10.8990879058838 "South"
10 0 12 7.39619207382202 "Center"
9 0 15 6.43067121505737 "South"
7 0 10 14.0916519165039 "North"
8 0 15 6.82438564300537 "South"
8 0 14 3.60533595085144 "North"
12 0 12 5.69279718399048 "North"
9 0 12 2.41150164604187 "Center"
13 0 11 5.35889291763306 "North"
11 0 12 0.425811260938644 "Center"
11 0 12 3.06222438812256 "Center"
11 0 12 2.45669317245483 "Center"
10 0 12 6.73689365386963 "South"
8 0 15 12.6697454452515 "South"
3 0 15 2.4126615524292 "South"
8 0 12 2.57350564002991 "North"
10 0 14 9.83442115783691 "Center"
6 0 14 0.614414155483246 "North"
11 0 12 6.61602401733398 "South"
10 0 14 15.1273889541626 "Center"
10 0 12 9.39270305633545 "Center"
12 0 12 4.96080350875854 "South"
12 0 12 4.89328575134277 "South"
10 0 12 2.21160650253296 "Center"
12 0 12 3.36844682693481 "North"
11 0 12 5.52718830108643 "Center"
12 0 12 7.54562711715698 "Center"
8 0 12 5.13287115097046 "North"
7 0 16 9.3668041229248 "South"
6 0 16 5.9323091506958 "North"
12 0 12 3.79455208778381 "North"
10 0 13 3.89964914321899 "Center"
10 0 12 8.57422828674316 "South"
11 0 13 6.27756023406982 "Center"
10 0 14 3.67466926574707 "Center"
11 0 12 1.19613647460938 "North"
5 0 12 3.06222438812256 "North"
8 0 14 5.71249055862427 "Center"
12 0 12 6.79240846633911 "North"
11 0 13 3.11615800857544 "North"
10 0 12 7.5636944770813 "North"
10 0 12 3.84965348243713 "Center"
12 0 12 5.37252473831177 "North"
11 0 13 3.0547251701355 "South"
11 0 13 9.59033012390137 "North"
8 0 15 12.3959856033325 "North"
9 0 13 5.92504835128784 "South"
12 0 12 4.94850015640259 "South"
11 0 12 3.91964721679688 "Center"
10 0 13 3.06222438812256 "Center"
3 0 15 3.2685215473175 "Center"
8 0 12 11.1541891098022 "Center"
11 0 12 2.98566889762878 "North"
10 0 12 6.10301303863525 "Center"
7 0 12 4.14496326446533 "Center"
10 0 10 6.36942672729492 "South"
6 0 13 2.98906540870667 "Center"
9 0 15 6.27292013168335 "South"
6 0 16 5.36749458312988 "Center"
10 0 12 4.37117528915405 "North"
10 0 12 4.40960311889648 "North"
12 0 11 4.06935596466064 "North"
10 0 11 3.96026539802551 "Center"
7 0 16 6.73689365386963 "North"
7 0 14 0.962149083614349 "North"
8 0 12 6.53274536132812 "North"
10 0 14 5.50281715393066 "Center"
9 0 10 2.75137233734131 "South"
16 0 8 2.86402344703674 "Center"
8 0 15 6.55504560470581 "Center"
9 0 15 4.77707004547119 "North"
9 0 15 4.96318960189819 "North"
9 0 15 6.12444877624512 "North"
8 0 15 6.70822620391846 "South"
8 0 15 6.09382677078247 "Center"
5 0 14 8.91719722747803 "North"
7 0 15 5.25887584686279 "South"
8 0 15 3.02199077606201 "North"
12 0 10 3.82165598869324 "South"
13 0 10 5.51200389862061 "North"
8 0 15 5.51200389862061 "North"
10 0 12 3.10703754425049 "North"
7 0 12 8.08302879333496 "South"
9 0 9 21.2314224243164 "North"
9 0 14 5.81822633743286 "Center"
7 0 14 4.93071460723877 "North"
9 0 15 4.41363477706909 "North"
8 0 15 7.417320728302 "Center"
10 0 12 3.67466926574707 "South"
8 0 15 5.81822633743286 "Center"
11 0 12 3.22355127334595 "South"
13 0 9 1.62117767333984 "North"
6 0 12 1.01585757732391 "Center"
12 0 9 6.37963438034058 "South"
12 0 12 3.58504319190979 "North"
11 0 11 2.7560019493103 "North"
10 0 14 0.772988677024841 "Center"
9 0 12 2.13739156723022 "South"
11 0 11 3.55218029022217 "North"
11 0 12 4.3051586151123 "North"
10 0 10 3.57467818260193 "South"
6 0 16 10.1280641555786 "Center"
8 0 15 4.44460010528564 "North"
12 0 12 4.74644804000854 "North"
10 0 14 5.9158763885498 "North"
10 0 14 5.31062173843384 "Center"
9 0 15 8.69844913482666 "Center"
9 0 15 15.3111219406128 "Center"
11 0 12 2.81004118919373 "Center"
8 0 15 8.02232933044434 "South"
7 0 15 7.87232542037964 "Center"
7 0 15 12.9488344192505 "North"
9 0 15 3.5276825428009 "Center"
9 0 14 7.17008638381958 "South"
9 0 15 8.35987281799316 "North"
9 0 15 7.1113429069519 "South"
8 0 15 11.184760093689 "Center"
9 0 15 8.57422828674316 "Center"
7 0 14 2.99737739562988 "South"
8 0 14 9.3178653717041 "North"
11 0 10 6.24453592300415 "Center"
7 0 13 2.12314224243164 "North"
3 0 14 2.39452123641968 "South"
9 0 15 7.14328241348267 "Center"
8 0 15 5.90282249450684 "Center"
7 0 15 7.73614597320557 "Center"
11 0 13 3.65126371383667 "Center"
6 0 12 2.66503214836121 "North"
9 0 12 32.4973983764648 "South"
12 0 12 8.42111682891846 "North"
7 0 13 6.08842277526855 "Center"
10 0 14 1.55960500240326 "South"
12 0 12 6.03258228302002 "South"
12 0 12 5.87947082519531 "North"
7 0 16 8.72733974456787 "South"
7 0 12 2.7560019493103 "North"
9 0 14 11.7777862548828 "North"
11 0 12 7.66296052932739 "North"
9 0 15 6.87701606750488 "South"
9 0 14 7.04311609268188 "North"
8 0 12 5.85425233840942 "North"
11 0 12 0.911219835281372 "Center"
11 0 12 1.63318634033203 "South"
8 0 15 9.01655006408691 "South"
8 0 12 2.7014274597168 "South"
9 0 12 7.92681217193604 "North"
10 0 12 5.81822633743286 "North"
9 0 14 8.27198314666748 "Center"
13 0 9 6.76912784576416 "North"
9 0 12 8.29352474212646 "South"
13 0 9 7.20523405075073 "North"
10 0 12 6.42458724975586 "South"
11 0 12 7.28312826156616 "Center"
8 0 14 5.06850957870483 "North"
9 0 12 8.36981201171875 "Center"
10 0 12 7.23250579833984 "South"
10 0 12 5.17532777786255 "North"
5 0 12 4.10824728012085 "Center"
9 0 13 4.28711414337158 "South"
7 0 14 8.71605777740479 "Center"
6 0 14 6.73689365386963 "Center"
8 0 12 4.17393636703491 "Center"
13 0 10 3.44500255584717 "South"
10 0 13 9.18667316436768 "Center"
10 0 12 7.51912546157837 "Center"
10 0 12 3.01154923439026 "South"
11 0 12 4.14496326446533 "South"
9 0 13 16.0035839080811 "Center"
10 0 8 3.09445834159851 "North"
9 0 14 11.0240077972412 "Center"
7 0 11 1.81155478954315 "North"
8 0 14 7.6555609703064 "North"
11 0 12 6.43067121505737 "Center"
9 0 12 4.07275867462158 "North"
7 0 12 1.90350687503815 "South"
11 0 12 6.05040550231934 "Center"
8 0 12 2.62656784057617 "North"
10 0 12 3.79132533073425 "Center"
11 0 12 5.09240770339966 "Center"
7 0 13 7.30657434463501 "South"
3 0 15 4.48551177978516 "North"
8 0 14 12.2838945388794 "South"
4 0 12 2.98566889762878 "North"
9 0 14 15.3111219406128 "South"
7 0 12 1.21565055847168 "Center"
8 0 12 4.39675092697144 "North"
9 0 13 3.55218029022217 "North"
9 0 13 6.18639707565308 "South"
7 0 12 2.56241297721863 "South"
9 0 10 2.59715485572815 "North"
9 0 10 4.64437389373779 "Center"
6 0 12 2.57871532440186 "North"
8 0 13 4.20622539520264 "North"
11 0 11 4.59333658218384 "North"
6 0 12 1.59235668182373 "South"
10 0 12 2.74081969261169 "South"
7 0 13 4.44022560119629 "Center"
9 0 12 1.69399642944336 "South"
8 0 14 6.36942672729492 "South"
5 0 12 1.92009747028351 "Center"
9 0 14 7.26243782043457 "South"
5 0 12 3.67466926574707 "South"
10 0 12 3.67466926574707 "Center"
9 0 13 3.82165598869324 "South"
9 0 14 7.6555609703064 "North"
