y	acc1	acc2	duration	amount	moral	intuse
0	1	0	18	1.794123	1	1
0	0	1	24	1.365149	1	1
0	0	1	36	.4647643	1	0
0	1	0	12	.9678755	1	0
0	0	1	24	1.0369	1	1
0	0	1	12	.6600778	1	1
0	0	1	24	.7536442	1	0
0	0	0	15	1.345209	1	1
0	0	0	24	1.005711	1	1
0	0	0	12	1.0369	1	1
0	0	0	18	1.534387	1	1
0	1	0	6	.1728166	1	1
0	0	1	12	1.110015	1	1
0	0	1	12	1.003666	1	1
0	1	0	24	.8196009	1	1
0	0	1	9	1.95927	1	1
0	0	1	12	.5092467	1	1
0	0	1	24	2.030851	1	1
0	0	1	30	1.192844	1	1
0	0	1	18	.9970192	1	0
0	0	1	9	1.091097	1	0
0	0	1	24	1.565576	1	1
0	0	0	18	.9648077	1	0
0	0	1	18	1.727144	1	1
0	0	0	12	.9510029	1	1
0	1	0	15	.4985096	1	1
0	1	0	12	1.110015	1	0
0	1	0	6	.1753731	1	1
0	0	1	15	.7771636	1	1
0	0	1	39	1.313509	1	1
0	1	0	18	1.149895	1	0
0	0	1	6	.4780579	1	1
0	0	1	12	.7168312	1	1
0	0	1	12	.4734563	1	0
0	0	0	18	.9781014	1	0
0	0	1	6	.7945476	1	1
0	0	0	18	1.482235	1	0
0	0	1	15	.6452503	1	1
0	0	0	12	.7209215	0	1
0	0	1	24	.9464012	1	1
0	0	0	15	1.206649	1	1
0	1	0	24	1.544613	1	1
0	0	0	30	1.529274	1	1
0	0	1	12	.7643813	1	0
0	0	1	12	.4530046	1	1
0	0	0	12	.5639549	1	1
0	0	1	12	1.762423	0	1
0	0	0	15	.974011	1	1
0	1	0	18	1.866215	1	1
0	1	0	30	1.851899	1	1
0	1	0	8	1.73737	1	0
0	0	1	36	1.960804	1	1
0	1	0	24	1.21892	1	1
0	0	1	36	4.891018	1	1
0	1	0	6	.3405204	1	0
0	0	1	24	.7971041	0	0
0	0	1	24	1.199491	1	1
0	0	1	24	1.783386	1	1
0	0	1	11	.5900308	1	1
0	1	0	24	1.188754	0	0
0	1	0	10	1.090074	1	1
0	0	0	20	3.143422	0	1
0	0	1	18	1.932683	1	1
0	0	1	6	.6155954	0	0
0	0	0	12	1.209717	1	0
0	0	0	13	.4509594	1	1
0	0	1	22	.6559875	1	0
0	0	1	15	.7521104	1	1
0	0	1	15	.6201971	1	1
0	0	1	11	3.695618	1	0
0	0	1	24	4.743255	1	1
0	0	0	12	1.150918	1	1
0	0	0	12	1.737881	1	1
0	1	0	15	.7326813	1	1
0	1	0	6	.5977002	1	1
0	0	0	6	.6641682	1	0
0	0	0	12	1.597276	1	0
0	0	1	24	1.975121	1	0
0	0	1	6	.3374527	1	1
0	1	0	24	2.055393	1	1
0	1	0	48	3.822418	1	1
0	1	0	6	.6958682	1	0
0	0	0	30	1.279764	1	0
0	0	0	48	4.273377	0	0
0	0	1	24	3.779981	1	0
0	0	0	12	.4898176	1	0
0	0	1	15	.7086506	1	1
0	1	0	12	.8282928	1	1
0	0	1	24	.7797201	1	0
0	0	0	60	3.792763	1	1
0	0	1	36	4.158337	1	1
0	0	0	18	3.172055	1	1
0	0	1	36	3.788162	1	0
0	0	1	24	.6386035	1	0
0	0	0	12	.6631456	1	1
0	1	0	47	5.482071	1	0
0	0	0	10	3.736521	1	0
0	0	0	18	.4427788	1	1
0	0	1	18	.9290174	1	1
0	1	0	18	4.331153	1	1
0	0	1	12	1.191821	1	1
0	0	1	15	1.628976	1	0
0	0	1	12	.4110787	1	1
0	0	0	24	1.478656	1	1
0	1	0	24	3.363789	1	1
0	0	1	24	.653431	1	1
0	0	0	24	1.795657	1	0
0	0	1	18	.7429071	1	1
0	0	1	18	2.348875	1	1
0	0	0	24	3.273802	1	1
0	0	1	24	.7035376	1	1
0	0	1	60	3.337202	1	0
0	0	1	60	5.186545	1	1
0	0	1	30	3.883773	1	1
0	1	0	24	3.281983	1	1
0	0	1	18	3.103542	1	1
0	1	0	15	.7556894	1	1
0	0	1	30	2.316152	1	1
0	0	1	18	1.144271	1	1
0	0	0	12	.5025999	1	1
0	0	1	20	1.781852	1	0
0	1	0	12	.7659153	1	1
0	0	0	12	.7536442	1	1
0	0	0	6	.3625059	1	0
0	0	1	12	1.165234	1	1
0	0	1	12	1.071668	1	1
0	0	0	48	2.751262	1	0
0	1	0	12	.5971889	1	0
0	0	0	12	3.820373	1	0
0	0	1	12	1.40503	1	1
0	0	1	12	1.461784	1	0
0	0	0	18	.9924175	1	0
0	1	0	12	.3619947	1	1
0	0	1	4	.7439297	1	0
0	0	1	60	7.033331	1	0
0	0	1	24	.6432052	1	0
0	0	1	9	.740862	1	0
0	0	0	6	.6764391	1	0
0	0	1	24	1.587561	1	1
0	1	0	36	1.850877	1	1
0	0	0	12	.9617401	1	1
0	0	0	6	.2321265	1	1
0	0	1	15	.6646794	1	1
0	0	1	24	.6703036	1	1
0	0	1	12	.6416713	1	0
0	0	0	18	1.42088	1	1
0	0	1	24	2.314107	1	0
0	1	0	24	1.487859	1	1
0	1	0	24	.7066054	1	0
0	0	1	36	3.223184	1	0
0	0	0	12	.5905421	1	1
0	0	0	26	4.072951	1	1
0	0	0	9	1.037923	1	1
0	0	1	12	.3272268	1	0
0	0	1	18	.5256081	1	0
0	0	1	6	.6329794	1	1
0	0	0	30	1.115128	1	0
0	0	1	10	1.483258	1	1
0	1	0	30	5.431454	1	1
0	0	1	36	4.574528	1	1
0	1	0	24	.8973172	1	0
0	0	1	24	1.977677	1	1
0	0	1	6	.6319568	1	1
0	0	1	36	1.708737	1	1
0	0	1	24	.4790805	1	1
0	0	0	7	1.190799	1	1
0	0	0	12	.2091184	0	1
0	0	1	18	1.186197	1	1
0	1	0	30	3.163363	1	1
0	0	1	6	.6881989	1	1
0	0	1	9	1.378954	1	1
0	0	1	48	5.226426	1	1
0	1	0	24	2.131576	1	1
0	1	0	12	1.835538	1	1
0	0	1	15	1.425482	1	1
0	1	0	6	.6912666	1	1
0	1	0	14	2.031363	1	0
0	0	1	36	3.381684	1	0
0	0	0	18	.662123	1	1
0	0	1	36	5.560299	1	0
0	1	0	42	1.735325	1	1
0	0	1	24	1.123308	1	1
0	1	0	42	4.030003	1	1
0	0	1	24	1.753731	1	1
0	0	1	15	1.837583	1	1
0	0	1	24	.8103976	1	1
0	0	1	9	1.407587	1	1
0	0	1	21	1.530297	1	1
0	0	1	7	.3732431	1	1
0	0	0	18	3.252328	1	1
0	1	0	18	1.58705	0	0
0	0	1	18	1.968474	1	1
0	1	0	15	.4121012	1	0
0	0	0	48	4.339334	1	0
0	0	1	15	1.722031	1	1
0	0	0	18	.9177689	1	1
0	0	0	36	1.187731	1	1
0	0	1	12	1.094676	1	1
0	0	0	9	1.082916	1	1
0	0	1	12	1.564042	1	1
0	0	1	6	.7066054	1	1
0	0	0	12	.9223706	1	1
0	1	0	6	1.879509	1	0
0	1	0	36	2.024205	1	1
0	1	0	21	1.332427	1	1
0	0	1	18	.9203253	1	1
0	0	0	24	1.98279	1	0
0	0	0	30	1.95927	1	1
0	0	1	22	1.367706	1	1
0	0	1	18	1.749641	1	1
0	0	1	24	2.633153	1	1
0	0	0	12	.4299965	1	0
0	0	0	24	1.411166	1	1
0	0	0	39	6.012793	1	1
0	0	1	21	1.145805	1	1
0	0	0	11	.6759279	1	0
0	0	0	18	.5690679	1	1
0	0	0	16	.6007679	1	0
0	0	1	15	2.579468	1	0
0	1	0	18	2.71087	1	0
0	0	1	36	5.65182	1	1
0	0	0	18	2.999238	1	0
0	0	0	48	3.415941	1	0
0	0	1	39	4.390975	1	1
0	0	1	48	3.700731	1	1
0	0	1	12	.8139767	1	1
0	0	0	36	2.003753	1	1
0	0	1	12	.2668944	1	1
0	1	0	15	1.862636	1	1
0	0	1	24	1.334983	1	1
0	1	0	24	1.437753	1	1
0	1	0	36	2.808526	1	1
0	0	1	18	.5977002	1	1
0	0	0	11	2.439373	1	1
0	0	0	6	1.081894	1	1
0	0	0	24	1.609547	1	1
0	0	1	36	2.935838	1	0
0	0	1	24	1.136602	1	1
0	0	1	36	2.986967	1	1
0	0	1	6	.8911818	1	0
0	0	1	24	2.967538	1	1
0	1	0	27	1.248575	1	0
0	1	0	12	.8472106	1	1
0	1	0	24	1.610058	1	1
0	0	1	13	.7204103	1	1
0	0	1	6	.7863669	1	1
0	0	0	36	2.451645	1	1
0	0	1	18	.5613985	1	1
0	1	0	18	2.239459	1	0
0	0	1	48	1.845252	0	0
0	0	1	10	.9837256	1	1
0	0	1	24	.9719658	1	1
0	0	0	12	1.849343	1	1
0	1	0	18	.9919063	0	1
0	0	0	24	.7040489	1	1
0	0	0	24	.7940363	1	1
0	0	0	9	.2341717	1	1
0	1	0	15	.5383903	1	1
0	0	1	6	.8947608	0	1
0	1	0	6	.2188329	1	1
0	1	0	12	1.317599	1	1
0	0	0	24	2.409207	1	0
0	0	1	24	2.122373	1	1
0	0	1	6	.2178103	0	1
0	1	0	48	2.448066	1	1
0	0	1	24	.3665963	1	0
0	0	0	9	.1411166	1	0
0	0	1	36	1.336006	0	1
0	0	1	10	.6580326	1	0
0	0	0	36	1.162166	1	1
0	0	0	10	.6263326	1	1
0	0	1	30	3.44713	1	1
0	0	1	24	3.227786	1	1
0	0	1	6	.632468	1	1
0	1	0	30	1.972053	1	1
0	0	0	24	2.634176	1	1
0	1	0	6	.702515	1	0
0	0	1	4	.7894347	1	1
0	0	0	6	.3016622	1	1
0	0	0	12	1.542056	1	1
0	0	0	18	.6651908	1	1
0	1	0	12	.6452503	1	1
0	0	0	15	1.394804	1	1
0	0	1	12	.3901157	1	1
0	0	0	6	.5353226	1	1
0	0	1	12	.6340019	1	1
0	0	1	9	.6360471	1	1
0	0	1	48	3.900646	1	0
0	0	1	12	.6452503	1	1
0	0	0	9	.9811692	1	1
0	1	0	9	.6585439	1	1
0	0	0	24	.6432052	1	1
0	0	0	24	.6518971	1	0
0	0	1	24	2.815684	1	1
0	0	0	9	.5900308	1	1
0	0	1	18	.5874744	1	1
0	0	0	7	1.317088	1	1
0	0	0	27	3.049856	1	1
0	0	1	30	3.044232	1	1
0	0	0	9	.5757147	1	1
0	0	1	12	1.410654	0	1
0	1	0	6	.439711	1	0
0	0	1	12	.5946324	1	0
0	1	0	24	1.515469	1	1
0	0	1	30	2.459825	1	1
0	0	1	15	1.011847	1	1
0	0	1	48	6.51846	1	1
0	0	0	42	2.452156	1	1
0	0	1	12	.9893498	1	1
0	0	1	24	1.033832	1	0
0	0	1	24	.7224554	1	1
0	0	1	18	.5394129	1	0
0	0	0	24	2.599408	1	1
0	0	0	18	3.200687	1	0
0	0	0	6	.686665	1	0
0	0	1	15	1.949045	1	1
0	0	1	6	1.798725	1	0
0	0	0	42	4.746323	0	1
0	0	0	18	1.846786	1	1
0	1	0	9	.6974021	1	1
0	0	1	15	.695357	1	1
0	0	1	30	2.950665	1	1
0	0	0	20	1.344186	1	0
0	0	1	24	.7122296	1	0
0	0	1	24	.7838104	1	1
0	1	0	12	.6871763	1	0
0	1	0	21	.2919477	1	0
0	0	1	48	1.406564	1	1
0	0	1	12	.3584156	1	1
0	0	1	60	8.003252	1	1
0	0	1	4	1.728167	1	0
0	0	1	11	.7122296	1	0
0	0	0	36	2.287009	1	1
0	0	1	24	2.81773	1	1
0	0	1	30	.9545819	1	1
0	0	0	9	.5532178	1	1
0	0	1	12	.903964	1	1
0	1	0	12	.8589703	1	1
0	0	1	15	.4468691	1	1
0	0	0	9	.613039	1	1
0	0	0	12	1.020027	1	0
0	1	0	24	3.382196	1	1
0	0	1	9	1.176483	1	1
0	0	0	36	1.194889	1	1
0	1	0	21	1.716407	1	1
0	0	1	24	1.31811	1	1
0	0	1	18	1.014403	1	1
0	0	0	42	3.044232	1	0
0	0	1	36	2.277294	1	1
0	0	1	15	1.818154	1	0
0	0	0	12	.5302097	1	0
0	0	1	18	.9305512	1	0
0	0	1	48	1.829402	1	1
0	1	0	24	1.871328	1	1
0	0	1	15	.8022169	0	1
0	0	0	30	.8768656	1	1
0	1	0	18	.5363452	1	1
0	0	0	12	.6800182	1	0
0	1	0	12	.7204103	1	1
0	0	1	24	3.995235	1	1
0	0	1	18	1.285899	1	1
0	1	0	12	1.084961	1	0
0	1	0	24	.8932269	1	1
0	0	0	15	.6687698	1	1
0	0	0	21	1.20307	1	0
0	0	1	12	.3665963	1	1
0	0	1	9	.6713262	1	1
0	0	1	6	1.522627	1	1
0	0	0	6	.740862	1	0
0	0	0	48	6.239806	0	0
0	0	1	18	.8017057	1	0
0	0	1	36	1.807417	1	0
0	0	0	45	2.339672	1	1
0	0	0	9	.616618	1	1
0	0	1	9	1.571711	1	1
0	0	1	30	2.184239	1	0
0	0	1	15	.7459748	1	1
0	0	1	24	.8165331	1	1
0	0	0	13	1.074224	1	1
0	0	1	15	.7556894	1	1
0	0	1	6	.1850877	1	0
0	1	0	18	1.359525	1	1
0	0	1	18	.7694943	1	1
0	1	0	18	1.221476	1	1
0	0	0	6	.3850028	1	1
0	0	1	24	.7751185	1	1
0	0	0	24	3.966602	1	1
0	0	0	12	3.107632	1	0
0	0	0	15	1.189265	1	0
0	1	0	6	1.000598	1	1
0	0	1	15	2.722118	1	0
0	1	0	8	.3645511	1	0
0	0	0	18	1.002643	1	0
0	0	1	6	.3435881	1	0
0	0	0	20	3.608187	1	1
0	0	0	15	.2004264	1	1
0	1	0	12	.1968474	1	1
0	0	1	6	.2648492	1	1
0	0	1	24	1.372307	1	1
0	0	1	21	.8134654	1	1
0	0	0	18	1.835538	1	0
0	0	1	6	.7889234	1	1
0	1	0	15	.8799333	1	0
0	0	1	42	3.663918	1	1
0	0	1	18	1.361059	1	0
0	0	1	24	.6580326	1	0
0	1	0	24	1.445933	0	1
0	0	1	24	.9852595	1	1
0	0	1	12	.4755014	1	1
0	0	0	27	1.292546	1	0
0	0	1	18	.7531329	1	1
0	1	0	12	.3333623	1	1
0	0	1	21	2.68326	1	1
0	0	1	21	1.169836	1	1
0	0	0	6	.2474653	1	1
0	0	1	28	1.402474	1	1
0	0	0	12	.2991057	1	1
0	0	0	36	2.990035	1	1
0	0	0	30	1.869283	1	1
0	0	0	30	1.787476	0	1
0	0	1	12	.4990209	1	1
0	0	1	10	.6294003	1	0
0	0	1	24	1.46843	1	1
0	0	0	24	.9842368	1	1
0	0	1	24	.5107806	1	1
0	0	1	12	.6058809	1	0
0	0	1	12	1.703113	1	1
0	0	1	9	.4785692	1	1
0	0	1	10	1.057863	1	1
0	0	1	24	3.228297	1	0
0	0	1	36	1.224033	1	1
0	0	1	4	.7684717	1	1
0	0	1	27	2.653605	1	1
0	0	1	12	.7122296	1	1
0	0	1	6	.6841086	1	1
0	0	1	12	.5629323	1	0
0	0	0	12	.6738827	1	0
0	0	0	24	1.569155	1	1
0	1	0	36	1.200513	1	1
0	0	1	36	1.838094	1	1
0	0	1	12	.55015	1	0
0	0	0	24	3.562171	1	0
0	0	0	12	.7280797	1	1
0	0	0	18	1.240905	1	0
0	0	0	18	1.340607	1	0
0	0	1	12	.6432052	1	1
0	0	1	12	.646273	1	0
0	0	1	14	.4100561	1	0
0	1	0	10	1.183641	1	1
0	0	1	54	4.82455	0	1
0	0	0	12	.5583307	1	1
0	0	0	12	.756712	1	0
0	0	1	15	.6728601	1	1
0	0	1	15	1.384578	1	1
0	0	0	9	.4039206	1	1
0	0	0	6	.5460597	1	1
0	0	0	18	1.658631	0	1
0	0	1	60	5.300052	1	0
0	0	1	24	.4749902	1	1
0	1	0	12	1.132	1	1
0	0	1	15	.9351528	1	1
0	0	1	18	.5757147	1	1
0	1	0	6	.3113768	1	0
0	1	0	21	1.84014	1	1
0	0	0	36	2.040055	0	1
0	1	0	12	.6135503	1	1
0	0	1	6	.970432	1	1
0	0	1	10	.6974021	1	0
0	0	0	8	.4637417	1	0
0	0	0	24	1.192844	1	1
0	1	0	24	.6294003	1	1
0	0	0	12	.8011944	1	1
0	1	0	12	.5660001	1	1
0	0	1	24	.793525	1	1
0	1	0	15	1.283854	1	0
0	0	1	12	.8047734	1	1
0	0	0	48	6.221911	0	0
0	0	0	21	2.032897	1	1
0	1	0	9	1.092119	1	1
0	0	1	12	1.028719	1	1
0	0	0	24	1.849343	1	1
0	0	0	7	1.23477	1	1
0	0	1	12	.8461881	1	1
0	0	1	18	.8088638	1	1
0	0	1	10	.3717092	1	1
0	0	1	9	1.281809	1	0
0	0	1	10	.4570949	1	1
0	1	0	30	1.289478	1	1
0	0	0	10	.399319	1	0
0	0	0	36	1.897404	1	1
0	0	1	12	.7684717	1	1
0	0	0	10	.6518971	1	1
0	0	0	15	.774096	1	1
0	0	1	24	1.052239	1	1
0	0	1	12	.7219441	1	0
0	0	1	12	.7633588	1	1
0	1	0	12	.7802314	1	1
0	0	1	6	.8155106	1	1
0	0	1	15	2.381086	1	1
0	0	0	9	1.633578	1	0
0	1	0	24	1.495018	1	1
0	0	1	12	.7884121	1	0
0	0	0	12	.3855141	1	1
0	0	1	7	.4325529	1	1
0	1	0	12	1.08445	1	0
0	0	0	4	.7638701	1	0
0	0	0	24	1.004689	1	0
0	0	0	48	1.823267	0	0
0	0	1	4	.3072864	1	1
0	0	1	24	3.498259	1	1
0	0	1	24	1.654029	1	1
0	0	1	9	1.230168	1	1
0	1	0	24	3.947685	1	1
0	0	1	6	.6242874	1	1
0	0	1	24	1.259312	1	0
0	0	0	48	2.034431	1	1
0	0	1	27	2.314107	1	1
0	0	1	28	4.000348	0	1
0	0	0	15	1.373841	1	0
0	0	1	18	1.650962	1	1
0	0	1	18	1.229146	1	1
0	0	0	10	2.019092	1	0
0	0	0	15	.7858556	1	1
0	0	1	12	.9632739	1	0
0	0	0	24	1.921435	1	1
0	1	0	10	1.145805	1	0
0	0	1	21	1.265959	1	1
0	0	0	24	.8911818	1	1
0	0	0	60	4.6819	1	1
0	0	1	6	.9029415	1	1
0	0	0	15	.7383055	1	1
0	0	1	11	1.095187	1	0
0	0	0	36	1.463317	1	0
0	0	0	9	.711207	1	0
0	0	1	36	3.925699	1	1
0	0	0	24	2.224631	1	1
0	0	0	6	.3492124	1	1
0	0	1	9	.6258212	1	0
0	0	0	24	2.936349	1	1
0	0	1	9	.6319568	1	1
0	0	1	10	1.097232	1	1
0	0	1	24	2.609123	1	1
0	0	0	36	5.039804	1	0
0	1	0	13	.9187915	1	0
0	0	0	14	.7209215	1	0
0	0	1	30	1.447467	1	1
0	0	0	12	.5148709	1	0
0	0	1	18	.3216026	1	1
0	0	1	12	.3967625	1	1
0	0	1	24	1.038945	1	0
0	1	0	24	1.857012	0	1
0	0	1	42	2.06613	1	1
0	0	1	12	.7224554	1	1
0	0	1	15	1.117684	1	1
0	0	1	12	.8876027	1	1
0	1	0	39	7.249608	1	1
0	1	0	6	.6150841	1	0
0	0	0	12	1.498085	1	1
0	0	0	18	.7388168	0	1
0	0	1	12	1.059908	1	1
0	0	0	24	.6140615	1	0
0	0	1	6	1.063487	1	0
0	1	0	36	8.107555	1	0
0	0	1	24	2.777849	1	1
1	0	0	8	.632468	1	1
1	0	0	18	.9837256	1	1
1	1	0	60	3.495191	1	0
1	0	0	15	.4100561	1	1
1	1	0	9	.7270571	1	0
1	0	0	24	2.102943	1	1
1	0	0	36	6.334395	1	0
1	1	0	40	3.066729	1	1
1	1	0	9	.3343849	1	0
1	0	1	24	2.347341	1	0
1	1	0	24	.7372829	1	0
1	0	0	36	1.944954	0	1
1	0	0	48	1.564553	1	1
1	1	0	48	3.455311	1	1
1	0	0	60	7.557916	0	0
1	0	1	18	3.456845	1	0
1	0	0	18	.451982	1	0
1	0	0	24	1.580914	1	1
1	1	0	18	3.840313	1	1
1	1	0	12	1.098766	0	1
1	0	1	24	3.038608	1	1
1	1	0	24	.6099712	0	0
1	0	0	36	2.152539	1	1
1	1	0	36	3.184837	1	1
1	1	0	12	.3497237	1	1
1	0	0	27	1.288455	1	1
1	0	1	18	.7838104	1	1
1	0	0	39	2.522203	1	1
1	0	0	18	.5399242	1	0
1	0	0	48	7.37334	0	0
1	1	0	6	7.616204	1	0
1	0	0	9	.8538574	1	1
1	1	0	30	1.230168	1	1
1	0	0	12	3.307036	1	1
1	0	0	15	.646273	0	0
1	0	0	21	1.185686	1	1
1	1	0	18	.6084374	1	1
1	1	0	12	.3533027	1	0
1	1	0	18	.6222422	1	1
1	1	0	12	4.02131	1	1
1	0	0	48	3.182281	1	1
1	1	0	24	1.596764	1	0
1	0	1	10	1.129955	1	1
1	1	0	9	.6984248	1	1
1	1	0	36	3.521267	1	1
1	1	0	12	.3788673	1	1
1	1	0	36	4.923229	1	1
1	0	0	18	.6365584	1	1
1	1	0	18	1.329359	1	1
1	0	0	12	.4801031	1	0
1	1	0	36	4.740187	1	0
1	0	1	27	1.31402	1	0
1	1	0	18	1.258801	1	1
1	1	0	12	.6554762	1	1
1	0	0	36	1.137624	1	0
1	1	0	36	4.261618	1	1
1	0	0	48	5.092467	1	1
1	1	0	30	3.246703	1	1
1	0	0	9	.3809125	1	1
1	1	0	24	.6554762	1	1
1	1	0	36	.9417996	1	0
1	0	0	15	.649852	1	1
1	0	0	30	4.287694	1	1
1	0	1	18	.9530481	1	1
1	1	0	12	.4601627	1	0
1	0	0	36	6.448413	1	1
1	0	0	30	2.188329	0	0
1	1	0	30	1.589095	1	1
1	0	0	45	1.549726	1	1
1	1	0	36	4.123569	1	1
1	1	0	60	3.730897	1	0
1	0	0	24	5.791914	1	0
1	1	0	48	3.969159	1	0
1	1	0	18	1.085984	1	1
1	0	0	30	.9811692	1	1
1	0	1	36	1.712317	1	1
1	0	0	12	.6805295	1	1
1	0	0	18	1.164723	0	0
1	0	0	36	4.619011	1	1
1	0	1	48	5.177853	1	0
1	0	0	48	3.042698	1	1
1	1	0	24	1.531831	1	1
1	0	0	12	.4862386	1	1
1	0	0	60	3.215003	1	1
1	0	0	27	2.001708	1	0
1	0	1	9	1.012358	1	1
1	0	0	24	.9392432	0	1
1	0	0	36	4.805121	1	1
1	0	0	24	.6871763	1	0
1	1	0	48	5.264772	1	1
1	0	0	18	1.073713	1	1
1	1	0	24	2.462893	1	0
1	0	1	48	5.925873	1	1
1	0	0	6	.4760127	0	0
1	1	0	18	.3834689	1	1
1	1	0	24	.9908836	1	1
1	0	1	24	1.851388	1	1
1	0	0	30	2.172479	1	0
1	0	0	48	1.965406	0	0
1	0	0	36	1.441843	1	0
1	1	0	12	3.169498	0	1
1	0	0	15	.909077	0	0
1	1	0	36	1.096721	1	0
1	1	0	21	1.745551	1	1
1	0	0	24	2.421478	1	1
1	0	1	36	5.610917	1	1
1	1	0	48	3.639887	0	1
1	1	0	12	.3446108	1	1
1	1	0	12	.5665115	0	1
1	1	0	24	.613039	1	0
1	1	0	24	.9320851	1	1
1	0	1	36	4.080109	1	0
1	0	0	24	5.910534	1	1
1	0	1	36	4.894086	1	0
1	1	0	12	.3200687	0	1
1	1	0	21	.9382206	1	1
1	0	1	18	.9244157	1	1
1	0	0	30	1.759355	1	1
1	0	0	24	1.055306	1	1
1	1	0	42	3.668008	1	1
1	1	0	18	1.631021	1	1
1	0	1	24	1.297659	1	0
